user_id,film_id,film_title,genre,duree_visionnee_sec,timestamp
U01493,F003,Parasite,Thriller,120,2024-03-09 03:13:49
U00691,F011,Dark,Science-Fiction,1745,2024-03-09 03:43:52
U01207,F013,Stranger Things,Fantastique,2075,2024-03-09 04:44:22
U00672,F002,Le Seigneur des Anneaux,Fantasy,3827,2024-03-09 05:35:39
U00891,F011,Dark,Science-Fiction,889,2024-03-09 05:54:08
U00089,F004,Interstellar,Science-Fiction,8475,2024-03-09 08:12:38
U00060,F004,Interstellar,Science-Fiction,9401,2024-03-09 08:18:04
U00719,F010,Breaking Bad,Thriller,2150,2024-03-09 08:32:04
U01141,F007,Avengers Endgame,Action,4220,2024-03-09 09:20:41
U00727,F013,Stranger Things,Fantastique,1795,2024-03-09 09:22:27
U00618,F011,Dark,Science-Fiction,174,2024-03-09 09:43:02
U01756,F004,Interstellar,Science-Fiction,222,2024-03-09 09:48:51
U01546,F006,La La Land,Romance,2885,2024-03-09 13:23:46
U01639,F014,The Crown,Drame,34,2024-03-09 14:05:56
U00942,F011,Dark,Science-Fiction,715,2024-03-09 14:12:06
U01753,F002,Le Seigneur des Anneaux,Fantasy,6025,2024-03-09 15:42:39
U01401,F008,Joker,Drame,7073,2024-03-09 16:37:17
U01423,F008,Joker,Drame,5213,2024-03-09 16:40:43
U01400,F013,Stranger Things,Fantastique,2615,2024-03-09 17:05:28
U01413,F003,Parasite,Thriller,5366,2024-03-09 18:15:01
U00010,F013,Stranger Things,Fantastique,2117,2024-03-09 18:17:52
U00107,F004,Interstellar,Science-Fiction,8094,2024-03-09 18:31:38
U00264,F012,Squid Game,Thriller,68,2024-03-09 18:45:32
U00463,F012,Squid Game,Thriller,708,2024-03-09 18:48:15
U00481,F013,Stranger Things,Fantastique,972,2024-03-09 19:57:57
U01863,F010,Breaking Bad,Thriller,1316,2024-03-09 20:14:23
U00815,F012,Squid Game,Thriller,1595,2024-03-09 20:17:18
U01947,F011,Dark,Science-Fiction,211,2024-03-09 20:47:11
U01282,F010,Breaking Bad,Thriller,2668,2024-03-09 21:54:28
U01773,F013,Stranger Things,Fantastique,675,2024-03-09 22:00:37
U00710,F012,Squid Game,Thriller,225,2024-03-09 22:26:11
U00970,F007,Avengers Endgame,Action,8156,2024-03-10 00:05:21
U01776,F004,Interstellar,Science-Fiction,7249,2024-03-10 00:59:02
U01254,F005,Intouchables,Comédie dramatique,1103,2024-03-10 01:01:44
U01316,F007,Avengers Endgame,Action,9869,2024-03-10 02:13:25
U00682,F015,Notre-Dame en Flammes,Documentaire,1384,2024-03-10 02:25:22
U00768,F012,Squid Game,Thriller,2089,2024-03-10 02:35:59
U00238,F007,Avengers Endgame,Action,10460,2024-03-10 03:04:57
U00247,F007,Avengers Endgame,Action,3152,2024-03-10 03:11:45
U00385,F005,Intouchables,Comédie dramatique,3541,2024-03-10 04:11:57
U00506,F007,Avengers Endgame,Action,4375,2024-03-10 04:53:54
U01214,F002,Le Seigneur des Anneaux,Fantasy,7633,2024-03-10 06:06:42
U01043,F012,Squid Game,Thriller,1487,2024-03-10 07:07:39
U01768,F002,Le Seigneur des Anneaux,Fantasy,203,2024-03-10 07:32:12
U01473,F003,Parasite,Thriller,4967,2024-03-10 08:07:36
U01683,F012,Squid Game,Thriller,1816,2024-03-10 09:04:14
U00010,F001,Inception,Science-Fiction,51,2024-03-10 10:30:46
U00396,F007,Avengers Endgame,Action,5422,2024-03-10 11:26:57
U00279,F004,Interstellar,Science-Fiction,6939,2024-03-10 11:43:32
U01117,F001,Inception,Science-Fiction,5711,2024-03-10 11:49:17
U00095,F007,Avengers Endgame,Action,1529,2024-03-10 12:02:12
U01595,F011,Dark,Science-Fiction,1903,2024-03-10 12:07:32
U01298,F008,Joker,Drame,7187,2024-03-10 13:10:42
U01905,F012,Squid Game,Thriller,2532,2024-03-10 13:43:14
U01657,F010,Breaking Bad,Thriller,839,2024-03-10 14:19:10
U01423,F005,Intouchables,Comédie dramatique,332,2024-03-10 14:41:46
U01723,F012,Squid Game,Thriller,2402,2024-03-10 15:10:18
U00033,F012,Squid Game,Thriller,33,2024-03-10 16:14:56
U01682,F007,Avengers Endgame,Action,3754,2024-03-10 17:13:43
U00168,F011,Dark,Science-Fiction,266,2024-03-10 17:32:51
U01324,F007,Avengers Endgame,Action,6387,2024-03-10 19:35:26
U00304,F004,Interstellar,Science-Fiction,5415,2024-03-10 20:35:28
U01008,F003,Parasite,Thriller,1341,2024-03-10 20:46:20
U00234,F013,Stranger Things,Fantastique,1417,2024-03-10 21:02:35
U01197,F012,Squid Game,Thriller,2361,2024-03-10 21:36:24
U00481,F008,Joker,Drame,2990,2024-03-10 22:19:16
U00947,F010,Breaking Bad,Thriller,2360,2024-03-10 23:25:16
U00843,F003,Parasite,Thriller,7567,2024-03-11 00:19:56
U01788,F010,Breaking Bad,Thriller,317,2024-03-11 01:04:55
U01280,F007,Avengers Endgame,Action,9945,2024-03-11 03:19:18
U00255,F011,Dark,Science-Fiction,540,2024-03-11 03:54:43
U01837,F001,Inception,Science-Fiction,3491,2024-03-11 03:59:22
U01007,F009,The Office,Comédie,649,2024-03-11 04:15:52
U01430,F008,Joker,Drame,739,2024-03-11 05:37:49
U01459,F010,Breaking Bad,Thriller,1700,2024-03-11 06:31:34
U01753,F003,Parasite,Thriller,1504,2024-03-11 07:27:06
U01882,F006,La La Land,Romance,5121,2024-03-11 07:53:05
U00853,F013,Stranger Things,Fantastique,1197,2024-03-11 09:28:15
U01635,F006,La La Land,Romance,163,2024-03-11 09:59:01
U01734,F009,The Office,Comédie,772,2024-03-11 11:54:29
U00358,F013,Stranger Things,Fantastique,2809,2024-03-11 12:46:17
U00172,F009,The Office,Comédie,266,2024-03-11 13:50:14
U00909,F003,Parasite,Thriller,236,2024-03-11 14:26:10
U00478,F009,The Office,Comédie,443,2024-03-11 14:47:18
U00777,F004,Interstellar,Science-Fiction,2962,2024-03-11 14:52:13
U00889,F005,Intouchables,Comédie dramatique,5807,2024-03-11 16:19:42
U01906,F007,Avengers Endgame,Action,76,2024-03-11 21:01:56
U00120,F001,Inception,Science-Fiction,8672,2024-03-11 23:31:23
U00746,F014,The Crown,Drame,1456,2024-03-11 23:33:39
U01805,F013,Stranger Things,Fantastique,2445,2024-03-12 00:29:21
U00217,F008,Joker,Drame,7341,2024-03-12 00:32:04
U01829,F014,The Crown,Drame,3094,2024-03-12 00:36:42
U01674,F012,Squid Game,Thriller,364,2024-03-12 01:25:35
U01308,F004,Interstellar,Science-Fiction,7653,2024-03-12 02:24:32
U01130,F006,La La Land,Romance,7521,2024-03-12 03:20:55
U00609,F007,Avengers Endgame,Action,9931,2024-03-12 05:09:09
U00549,F013,Stranger Things,Fantastique,447,2024-03-12 05:32:31
U00393,F003,Parasite,Thriller,2028,2024-03-12 06:13:56
U00407,F003,Parasite,Thriller,2179,2024-03-12 06:42:54
U00618,F004,Interstellar,Science-Fiction,5969,2024-03-12 07:54:06
U01957,F003,Parasite,Thriller,7311,2024-03-12 08:04:21
U01203,F007,Avengers Endgame,Action,1670,2024-03-12 09:56:36
U01562,F013,Stranger Things,Fantastique,1745,2024-03-12 09:59:51
U01113,F007,Avengers Endgame,Action,252,2024-03-12 10:34:48
U00314,F013,Stranger Things,Fantastique,1901,2024-03-12 10:39:39
U00860,F007,Avengers Endgame,Action,7585,2024-03-12 11:44:02
U00740,F013,Stranger Things,Fantastique,739,2024-03-12 12:18:34
U00979,F002,Le Seigneur des Anneaux,Fantasy,6800,2024-03-12 13:12:41
U00679,F012,Squid Game,Thriller,1119,2024-03-12 13:16:59
U01645,F014,The Crown,Drame,3224,2024-03-12 13:27:20
U00392,F011,Dark,Science-Fiction,2530,2024-03-12 14:20:25
U01660,F012,Squid Game,Thriller,2949,2024-03-12 14:31:32
U01126,F001,Inception,Science-Fiction,6620,2024-03-12 14:35:24
U00783,F010,Breaking Bad,Thriller,509,2024-03-12 15:13:08
U00981,F001,Inception,Science-Fiction,3479,2024-03-12 15:27:45
U01817,F008,Joker,Drame,1326,2024-03-12 16:50:45
U01120,F012,Squid Game,Thriller,3104,2024-03-12 17:45:31
U00035,F011,Dark,Science-Fiction,2426,2024-03-12 18:08:52
U00471,F012,Squid Game,Thriller,155,2024-03-12 18:43:01
U01532,F002,Le Seigneur des Anneaux,Fantasy,5232,2024-03-12 19:11:23
U01848,F007,Avengers Endgame,Action,4063,2024-03-12 20:35:10
U00836,F007,Avengers Endgame,Action,8251,2024-03-12 23:09:42
U01925,F004,Interstellar,Science-Fiction,204,2024-03-12 23:43:29
U00106,F006,La La Land,Romance,6521,2024-03-13 01:24:54
U00611,F003,Parasite,Thriller,5494,2024-03-13 01:37:36
U01443,F002,Le Seigneur des Anneaux,Fantasy,6004,2024-03-13 01:40:57
U00468,F005,Intouchables,Comédie dramatique,5128,2024-03-13 03:12:07
U00876,F013,Stranger Things,Fantastique,2132,2024-03-13 07:04:04
U01871,F005,Intouchables,Comédie dramatique,2539,2024-03-13 07:08:37
U01903,F007,Avengers Endgame,Action,1977,2024-03-13 07:12:00
U01636,F011,Dark,Science-Fiction,1109,2024-03-13 07:43:25
U01692,F008,Joker,Drame,394,2024-03-13 08:20:45
U00613,F007,Avengers Endgame,Action,180,2024-03-13 08:53:18
U00591,F010,Breaking Bad,Thriller,1067,2024-03-13 09:22:27
U00065,F013,Stranger Things,Fantastique,2732,2024-03-13 09:36:42
U01093,F005,Intouchables,Comédie dramatique,1072,2024-03-13 10:34:57
U01422,F002,Le Seigneur des Anneaux,Fantasy,4565,2024-03-13 10:39:57
U01430,F011,Dark,Science-Fiction,1919,2024-03-13 10:58:53
U00974,F010,Breaking Bad,Thriller,2049,2024-03-13 11:03:18
U01978,F014,The Crown,Drame,1243,2024-03-13 11:47:16
U01690,F012,Squid Game,Thriller,1655,2024-03-13 13:03:10
U00355,F007,Avengers Endgame,Action,1449,2024-03-13 15:53:06
U00864,F007,Avengers Endgame,Action,1120,2024-03-13 16:00:20
U00091,F001,Inception,Science-Fiction,731,2024-03-13 17:15:46
U01055,F007,Avengers Endgame,Action,5304,2024-03-13 17:40:45
U00880,F001,Inception,Science-Fiction,3712,2024-03-13 17:53:31
U00425,F008,Joker,Drame,1069,2024-03-13 18:22:24
U00253,F002,Le Seigneur des Anneaux,Fantasy,6752,2024-03-13 18:59:12
U00710,F010,Breaking Bad,Thriller,2405,2024-03-13 19:42:07
U00661,F001,Inception,Science-Fiction,3117,2024-03-13 21:56:26
U00142,F010,Breaking Bad,Thriller,504,2024-03-13 22:41:08
U01476,F010,Breaking Bad,Thriller,1368,2024-03-13 23:06:02
U01692,F004,Interstellar,Science-Fiction,5621,2024-03-13 23:41:15
U01579,F013,Stranger Things,Fantastique,1503,2024-03-13 23:56:43
U00806,F010,Breaking Bad,Thriller,2604,2024-03-14 00:04:56
U01329,F010,Breaking Bad,Thriller,2195,2024-03-14 00:17:34
U01380,F008,Joker,Drame,67,2024-03-14 01:48:32
U01808,F012,Squid Game,Thriller,207,2024-03-14 02:12:26
U01117,F003,Parasite,Thriller,869,2024-03-14 02:24:04
U00085,F007,Avengers Endgame,Action,10799,2024-03-14 02:31:08
U00505,F005,Intouchables,Comédie dramatique,2310,2024-03-14 03:27:27
U01639,F010,Breaking Bad,Thriller,1484,2024-03-14 03:34:57
U01344,F010,Breaking Bad,Thriller,1961,2024-03-14 03:38:35
U01347,F010,Breaking Bad,Thriller,575,2024-03-14 04:25:25
U00331,F007,Avengers Endgame,Action,3544,2024-03-14 05:25:57
U01497,F011,Dark,Science-Fiction,59,2024-03-14 05:26:23
U01886,F003,Parasite,Thriller,1174,2024-03-14 06:30:14
U00371,F013,Stranger Things,Fantastique,2409,2024-03-14 09:05:02
U00861,F007,Avengers Endgame,Action,7848,2024-03-14 10:10:23
U01286,F006,La La Land,Romance,2375,2024-03-14 12:09:47
U01655,F011,Dark,Science-Fiction,800,2024-03-14 13:19:13
U00620,F001,Inception,Science-Fiction,2115,2024-03-14 13:26:38
U00199,F001,Inception,Science-Fiction,3456,2024-03-14 13:53:56
U01040,F010,Breaking Bad,Thriller,190,2024-03-14 13:57:20
U01636,F007,Avengers Endgame,Action,6192,2024-03-14 14:19:44
U00605,F008,Joker,Drame,4284,2024-03-14 16:03:52
U00625,F007,Avengers Endgame,Action,2728,2024-03-14 16:14:34
U00794,F007,Avengers Endgame,Action,5863,2024-03-14 17:32:00
U00890,F002,Le Seigneur des Anneaux,Fantasy,135,2024-03-14 18:46:53
U01483,F010,Breaking Bad,Thriller,2011,2024-03-14 19:12:37
U00600,F001,Inception,Science-Fiction,5719,2024-03-14 21:44:15
U00206,F013,Stranger Things,Fantastique,2090,2024-03-14 22:38:39
U00969,F003,Parasite,Thriller,1967,2024-03-14 22:44:56
U01202,F014,The Crown,Drame,3474,2024-03-14 22:58:11
U01207,F006,La La Land,Romance,5076,2024-03-15 00:15:57
U01527,F012,Squid Game,Thriller,2212,2024-03-15 00:54:58
U01683,F010,Breaking Bad,Thriller,86,2024-03-15 02:14:19
U00754,F008,Joker,Drame,298,2024-03-15 03:23:34
U00328,F001,Inception,Science-Fiction,237,2024-03-15 03:24:45
U01043,F004,Interstellar,Science-Fiction,7594,2024-03-15 03:37:00
U01766,F007,Avengers Endgame,Action,7305,2024-03-15 04:19:55
U00551,F004,Interstellar,Science-Fiction,61,2024-03-15 04:43:56
U01152,F011,Dark,Science-Fiction,1389,2024-03-15 04:58:10
U00341,F008,Joker,Drame,1159,2024-03-15 05:43:51
U01409,F010,Breaking Bad,Thriller,480,2024-03-15 05:44:14
U00741,F013,Stranger Things,Fantastique,2670,2024-03-15 06:14:19
U00895,F004,Interstellar,Science-Fiction,9421,2024-03-15 07:48:50
U01138,F002,Le Seigneur des Anneaux,Fantasy,8558,2024-03-15 07:54:38
U00454,F010,Breaking Bad,Thriller,2082,2024-03-15 09:01:05
U00248,F010,Breaking Bad,Thriller,679,2024-03-15 09:17:28
U00134,F008,Joker,Drame,6900,2024-03-15 12:24:02
U00110,F007,Avengers Endgame,Action,340,2024-03-15 14:05:37
U01589,F005,Intouchables,Comédie dramatique,4103,2024-03-15 15:21:43
U01209,F001,Inception,Science-Fiction,2077,2024-03-15 15:22:16
U00899,F006,La La Land,Romance,6136,2024-03-15 15:47:54
U01903,F007,Avengers Endgame,Action,5679,2024-03-15 15:51:31
U01288,F008,Joker,Drame,6174,2024-03-15 16:15:34
U00043,F008,Joker,Drame,7119,2024-03-15 16:40:16
U00488,F001,Inception,Science-Fiction,3482,2024-03-15 17:58:01
U00152,F006,La La Land,Romance,5692,2024-03-15 18:28:35
U00993,F012,Squid Game,Thriller,2919,2024-03-15 20:08:52
U00325,F007,Avengers Endgame,Action,1296,2024-03-15 21:26:53
U00304,F001,Inception,Science-Fiction,30,2024-03-15 22:31:23
U01132,F013,Stranger Things,Fantastique,1422,2024-03-15 23:53:00
U01905,F006,La La Land,Romance,68,2024-03-16 01:45:38
U01611,F002,Le Seigneur des Anneaux,Fantasy,5144,2024-03-16 02:21:04
U01546,F003,Parasite,Thriller,239,2024-03-16 02:49:00
U00404,F012,Squid Game,Thriller,101,2024-03-16 04:00:29
U00569,F007,Avengers Endgame,Action,4820,2024-03-16 06:04:10
U01021,F007,Avengers Endgame,Action,630,2024-03-16 06:38:08
U00758,F001,Inception,Science-Fiction,7901,2024-03-16 07:34:25
U01511,F013,Stranger Things,Fantastique,2188,2024-03-16 07:43:15
U01482,F013,Stranger Things,Fantastique,727,2024-03-16 09:21:11
U00031,F002,Le Seigneur des Anneaux,Fantasy,2701,2024-03-16 09:39:09
U00333,F002,Le Seigneur des Anneaux,Fantasy,4681,2024-03-16 09:47:58
U00505,F004,Interstellar,Science-Fiction,190,2024-03-16 10:26:50
U00443,F005,Intouchables,Comédie dramatique,511,2024-03-16 11:02:07
U00420,F013,Stranger Things,Fantastique,1027,2024-03-16 11:16:36
U00062,F007,Avengers Endgame,Action,255,2024-03-16 11:58:17
U00733,F003,Parasite,Thriller,173,2024-03-16 12:25:02
U00558,F010,Breaking Bad,Thriller,71,2024-03-16 14:37:05
U00635,F004,Interstellar,Science-Fiction,2220,2024-03-16 14:43:04
U01374,F010,Breaking Bad,Thriller,157,2024-03-16 16:37:32
U01780,F007,Avengers Endgame,Action,2078,2024-03-16 17:08:34
U01005,F009,The Office,Comédie,1107,2024-03-16 17:09:09
U01652,F007,Avengers Endgame,Action,195,2024-03-16 17:54:00
U00515,F013,Stranger Things,Fantastique,2470,2024-03-16 19:41:36
U01711,F007,Avengers Endgame,Action,206,2024-03-16 21:19:35
U01368,F014,The Crown,Drame,2995,2024-03-16 21:23:03
U01149,F013,Stranger Things,Fantastique,2441,2024-03-16 21:44:42
U00960,F011,Dark,Science-Fiction,2519,2024-03-16 22:48:04
U01431,F007,Avengers Endgame,Action,132,2024-03-17 00:13:24
U01591,F005,Intouchables,Comédie dramatique,293,2024-03-17 00:35:32
U00172,F004,Interstellar,Science-Fiction,7859,2024-03-17 00:46:32
U01941,F008,Joker,Drame,5370,2024-03-17 01:18:06
U00767,F003,Parasite,Thriller,4003,2024-03-17 01:19:28
U00964,F006,La La Land,Romance,6234,2024-03-17 02:09:52
U00596,F001,Inception,Science-Fiction,8298,2024-03-17 02:31:25
U01834,F007,Avengers Endgame,Action,4212,2024-03-17 02:44:51
U01844,F005,Intouchables,Comédie dramatique,712,2024-03-17 04:11:56
U00215,F007,Avengers Endgame,Action,6693,2024-03-17 04:29:43
U00478,F009,The Office,Comédie,1263,2024-03-17 04:30:06
U01156,F005,Intouchables,Comédie dramatique,2858,2024-03-17 05:21:26
U00647,F004,Interstellar,Science-Fiction,464,2024-03-17 05:21:56
U00178,F014,The Crown,Drame,1885,2024-03-17 05:49:29
U00039,F011,Dark,Science-Fiction,1437,2024-03-17 06:07:26
U01100,F013,Stranger Things,Fantastique,67,2024-03-17 06:49:17
U00973,F001,Inception,Science-Fiction,7867,2024-03-17 07:39:33
U01037,F015,Notre-Dame en Flammes,Documentaire,1135,2024-03-17 07:50:22
U00548,F003,Parasite,Thriller,3419,2024-03-17 08:56:16
U00208,F005,Intouchables,Comédie dramatique,6046,2024-03-17 09:41:44
U01065,F013,Stranger Things,Fantastique,2813,2024-03-17 12:30:01
U01638,F012,Squid Game,Thriller,967,2024-03-17 12:51:55
U00419,F012,Squid Game,Thriller,749,2024-03-17 14:40:34
U00657,F008,Joker,Drame,3648,2024-03-17 14:58:01
U00028,F002,Le Seigneur des Anneaux,Fantasy,6701,2024-03-17 15:35:58
U01246,F014,The Crown,Drame,3507,2024-03-17 15:43:10
U00874,F004,Interstellar,Science-Fiction,6577,2024-03-17 17:24:19
U01511,F001,Inception,Science-Fiction,2012,2024-03-17 18:10:54
U00644,F001,Inception,Science-Fiction,2560,2024-03-17 19:26:58
U01163,F001,Inception,Science-Fiction,5856,2024-03-17 20:11:19
U01521,F013,Stranger Things,Fantastique,1949,2024-03-17 21:02:24
U00242,F002,Le Seigneur des Anneaux,Fantasy,8628,2024-03-17 22:18:47
U00914,F008,Joker,Drame,3648,2024-03-17 22:51:54
U01322,F007,Avengers Endgame,Action,140,2024-03-18 00:29:14
U00926,F001,Inception,Science-Fiction,523,2024-03-18 01:15:53
U00465,F015,Notre-Dame en Flammes,Documentaire,2901,2024-03-18 01:42:27
U01800,F011,Dark,Science-Fiction,2592,2024-03-18 03:15:43
U00658,F007,Avengers Endgame,Action,3028,2024-03-18 06:40:34
U01895,F013,Stranger Things,Fantastique,1044,2024-03-18 07:37:10
U00501,F005,Intouchables,Comédie dramatique,5286,2024-03-18 08:29:26
U01139,F007,Avengers Endgame,Action,6581,2024-03-18 09:12:54
U01582,F013,Stranger Things,Fantastique,2127,2024-03-18 10:14:51
U00615,F010,Breaking Bad,Thriller,2290,2024-03-18 10:54:15
U00125,F001,Inception,Science-Fiction,3734,2024-03-18 11:04:53
U01535,F001,Inception,Science-Fiction,1719,2024-03-18 11:19:39
U01987,F007,Avengers Endgame,Action,2759,2024-03-18 11:25:25
U00299,F007,Avengers Endgame,Action,7372,2024-03-18 13:12:03
U00414,F013,Stranger Things,Fantastique,788,2024-03-18 16:00:06
U01510,F002,Le Seigneur des Anneaux,Fantasy,6374,2024-03-18 17:49:22
U00811,F002,Le Seigneur des Anneaux,Fantasy,105,2024-03-18 19:55:27
U00061,F001,Inception,Science-Fiction,5879,2024-03-18 20:49:52
U00822,F003,Parasite,Thriller,231,2024-03-19 00:04:17
U01030,F006,La La Land,Romance,5013,2024-03-19 00:44:18
U00931,F004,Interstellar,Science-Fiction,8571,2024-03-19 00:44:50
U01231,F007,Avengers Endgame,Action,2107,2024-03-19 01:34:43
U00518,F007,Avengers Endgame,Action,7307,2024-03-19 03:15:08
U00720,F005,Intouchables,Comédie dramatique,143,2024-03-19 03:45:05
U00550,F008,Joker,Drame,598,2024-03-19 03:49:22
U01469,F005,Intouchables,Comédie dramatique,6615,2024-03-19 03:55:25
U00966,F001,Inception,Science-Fiction,2287,2024-03-19 04:36:36
U00548,F015,Notre-Dame en Flammes,Documentaire,3351,2024-03-19 05:48:17
U00607,F001,Inception,Science-Fiction,6092,2024-03-19 06:57:48
U01506,F007,Avengers Endgame,Action,7005,2024-03-19 07:38:13
U00416,F007,Avengers Endgame,Action,7716,2024-03-19 08:00:20
U00624,F007,Avengers Endgame,Action,4309,2024-03-19 08:01:43
U00764,F004,Interstellar,Science-Fiction,286,2024-03-19 08:06:12
U00894,F007,Avengers Endgame,Action,6028,2024-03-19 08:20:54
U01540,F007,Avengers Endgame,Action,4117,2024-03-19 10:08:25
U01893,F001,Inception,Science-Fiction,4771,2024-03-19 10:43:54
U01711,F013,Stranger Things,Fantastique,364,2024-03-19 11:30:47
U01274,F007,Avengers Endgame,Action,3435,2024-03-19 12:09:58
U01640,F007,Avengers Endgame,Action,3837,2024-03-19 12:21:14
U01587,F015,Notre-Dame en Flammes,Documentaire,1269,2024-03-19 12:26:19
U01805,F007,Avengers Endgame,Action,9304,2024-03-19 12:29:49
U01757,F002,Le Seigneur des Anneaux,Fantasy,3804,2024-03-19 13:44:32
U00400,F010,Breaking Bad,Thriller,130,2024-03-19 14:06:03
U00770,F013,Stranger Things,Fantastique,1546,2024-03-19 15:59:27
U01283,F003,Parasite,Thriller,7893,2024-03-19 18:42:53
U01075,F011,Dark,Science-Fiction,1317,2024-03-19 19:56:08
U01747,F001,Inception,Science-Fiction,7362,2024-03-19 20:09:46
U01171,F013,Stranger Things,Fantastique,2072,2024-03-19 20:14:23
U00748,F010,Breaking Bad,Thriller,1153,2024-03-19 20:52:05
U01587,F012,Squid Game,Thriller,2809,2024-03-19 21:29:25
U01628,F004,Interstellar,Science-Fiction,3710,2024-03-19 21:58:41
U01265,F006,La La Land,Romance,6501,2024-03-19 23:12:27
U00744,F012,Squid Game,Thriller,186,2024-03-19 23:41:34
U00869,F015,Notre-Dame en Flammes,Documentaire,3579,2024-03-20 01:06:19
U01193,F001,Inception,Science-Fiction,5228,2024-03-20 01:07:36
U00550,F002,Le Seigneur des Anneaux,Fantasy,9789,2024-03-20 01:07:57
U01292,F004,Interstellar,Science-Fiction,692,2024-03-20 01:34:09
U01708,F001,Inception,Science-Fiction,2668,2024-03-20 03:55:31
U01400,F004,Interstellar,Science-Fiction,7307,2024-03-20 05:25:34
U01746,F001,Inception,Science-Fiction,8271,2024-03-20 05:38:26
U01039,F007,Avengers Endgame,Action,7401,2024-03-20 05:48:30
U00599,F010,Breaking Bad,Thriller,1173,2024-03-20 06:17:15
U00069,F006,La La Land,Romance,2355,2024-03-20 07:10:32
U01435,F012,Squid Game,Thriller,163,2024-03-20 07:39:18
U00452,F005,Intouchables,Comédie dramatique,3391,2024-03-20 09:21:41
U01982,F009,The Office,Comédie,1075,2024-03-20 10:55:03
U00027,F004,Interstellar,Science-Fiction,8691,2024-03-20 11:25:11
U00076,F005,Intouchables,Comédie dramatique,3852,2024-03-20 11:29:51
U01324,F009,The Office,Comédie,399,2024-03-20 12:31:36
U01606,F001,Inception,Science-Fiction,7907,2024-03-20 13:44:19
U00957,F007,Avengers Endgame,Action,35,2024-03-20 13:57:54
U01172,F003,Parasite,Thriller,4518,2024-03-20 14:18:46
U01158,F013,Stranger Things,Fantastique,389,2024-03-20 14:21:34
U01052,F011,Dark,Science-Fiction,1613,2024-03-20 15:00:49
U00796,F012,Squid Game,Thriller,1130,2024-03-20 15:48:31
U01612,F004,Interstellar,Science-Fiction,9515,2024-03-20 16:39:16
U00022,F011,Dark,Science-Fiction,2582,2024-03-20 18:28:40
U01375,F001,Inception,Science-Fiction,5256,2024-03-20 18:32:58
U00782,F008,Joker,Drame,5331,2024-03-20 18:41:10
U00055,F012,Squid Game,Thriller,2267,2024-03-20 18:53:34
U01040,F008,Joker,Drame,6294,2024-03-20 19:06:55
U00254,F007,Avengers Endgame,Action,1554,2024-03-20 19:21:05
U00283,F004,Interstellar,Science-Fiction,6158,2024-03-20 19:26:38
U00437,F012,Squid Game,Thriller,512,2024-03-20 20:08:25
U00373,F003,Parasite,Thriller,5043,2024-03-20 20:10:53
U01267,F001,Inception,Science-Fiction,8528,2024-03-20 20:20:56
U00821,F001,Inception,Science-Fiction,4364,2024-03-20 20:43:06
U00597,F005,Intouchables,Comédie dramatique,4161,2024-03-20 20:54:20
U00369,F009,The Office,Comédie,922,2024-03-20 21:00:05
U01556,F012,Squid Game,Thriller,3230,2024-03-20 21:57:18
U00596,F001,Inception,Science-Fiction,2595,2024-03-20 21:57:54
U00196,F015,Notre-Dame en Flammes,Documentaire,1323,2024-03-20 22:15:25
U00563,F001,Inception,Science-Fiction,2946,2024-03-21 03:07:31
U01801,F002,Le Seigneur des Anneaux,Fantasy,4076,2024-03-21 05:30:11
U01380,F001,Inception,Science-Fiction,141,2024-03-21 06:38:24
U01600,F001,Inception,Science-Fiction,5742,2024-03-21 06:47:40
U00564,F007,Avengers Endgame,Action,1495,2024-03-21 07:20:34
U00243,F012,Squid Game,Thriller,1729,2024-03-21 11:25:31
U00658,F012,Squid Game,Thriller,1398,2024-03-21 12:54:56
U00432,F015,Notre-Dame en Flammes,Documentaire,1482,2024-03-21 13:32:44
U01704,F003,Parasite,Thriller,3890,2024-03-21 15:36:36
U01970,F001,Inception,Science-Fiction,80,2024-03-21 15:50:57
U00954,F004,Interstellar,Science-Fiction,7364,2024-03-21 17:12:10
U01381,F003,Parasite,Thriller,2674,2024-03-21 17:44:47
U00635,F007,Avengers Endgame,Action,3630,2024-03-21 17:52:58
U00732,F004,Interstellar,Science-Fiction,776,2024-03-21 18:57:18
U00465,F015,Notre-Dame en Flammes,Documentaire,210,2024-03-21 19:38:28
U00925,F004,Interstellar,Science-Fiction,8182,2024-03-21 20:37:54
U00326,F015,Notre-Dame en Flammes,Documentaire,1695,2024-03-21 20:55:12
U01477,F011,Dark,Science-Fiction,186,2024-03-21 21:09:59
U01476,F005,Intouchables,Comédie dramatique,6591,2024-03-21 21:17:51
U00439,F001,Inception,Science-Fiction,244,2024-03-21 23:38:46
U01677,F005,Intouchables,Comédie dramatique,1694,2024-03-22 00:51:56
U01175,F004,Interstellar,Science-Fiction,3068,2024-03-22 01:22:17
U01681,F008,Joker,Drame,7217,2024-03-22 03:47:35
U01559,F012,Squid Game,Thriller,631,2024-03-22 04:15:34
U00524,F004,Interstellar,Science-Fiction,253,2024-03-22 04:57:02
U00111,F007,Avengers Endgame,Action,10342,2024-03-22 05:19:41
U01541,F013,Stranger Things,Fantastique,326,2024-03-22 06:01:03
U00033,F010,Breaking Bad,Thriller,354,2024-03-22 06:09:36
U01510,F012,Squid Game,Thriller,2619,2024-03-22 06:52:47
U00939,F010,Breaking Bad,Thriller,1678,2024-03-22 07:34:21
U00258,F003,Parasite,Thriller,7284,2024-03-22 08:26:51
